,region_1_stat,region_2_stat,region_3_stat,overall_stat
1,1201.82,330.97,477.46,19001.33
2,,,,
3,1111.73,328.68,476.39,18917.66
4,1115.42,328.42,476.5,18917.91
5,1093.11,328.64,476.08,18915.62
6,,,,
7,1077.29,328.53,475.82,18914.19
8,,,,
9,1063.05,330.86,475.49,18913.58
10,1068.1,328.92,475.38,18912.2
11,1073.34,328.64,475.63,18904.7
