,region_1_stat,region_2_stat,region_3_stat,overall_stat
1,1060.4,329.23,488.43,18978.92
2,1059.79,328.72,481.93,18920.97
3,1060.61,328.75,468.67,18906.83
4,1059.64,328.88,468.25,18905.44
5,,,,
6,1058.93,328.8,467.73,18910.84
7,1059.78,328.73,466.94,18909.01
8,1061.19,328.96,467.94,18912.11
9,1059.23,328.82,472.17,18918.64
10,1057.68,328.69,473.56,18919.2
11,1059.39,328.73,470.39,18915.48
